DESIGNATION;DESCRIPTION;LIEN;CATEGORIES;IMAGE;AUTEUR.ICES
Mise en place laboratoire - Picométhanisation;Mon stage de 4e année d’école d’ingénieur (Sup’EnR) s’est déroulée au sein de l’association Picojoule située à Ramonville (31) où pendant 8 semaines j’ai travaillée dans le domaine de la méthanisation à petite échelle. L’objectif initial de ce stage était la mise en place d’un petit laboratoire d’analyse permettant d’assurer un suivi régulier des digesteurs en fonctionnement.;https://github.com/Konsilion/PicoJoule_Data/blob/master/Stages/CR_Stage_PicoJoule.pdf;Stages;;Juliette BOLEAT et Picojoules
